15598.618622449,8643.15036403925
15229.9583333333,8231.66128521684
15012.2504251701,7950.86767964546
14926.6308106576,7730.73599240266
14837.9386337868,7544.18201962646
14788.3293650794,7391.98195631529
14759.3500566893,7267.64672364672
14735.4403344671,7142.9319404875
14788.0718537415,7039.01804368471
14802.4764739229,6951.53402975625
14852.1972789116,6866.96074707186
14882.2773526077,6794.63026274137
14910.9733560091,6733.36024058246
14979.5596655329,6671.38778094334
15035.6445578231,6602.71320037987
15104.5837585034,6563.57708135486
15132.9708049887,6506.72681228237
15230.7474489796,6456.27983539095
15242.8623866213,6418.19911364356
15321.7223639456,6376.54700854701
15386.9873866213,6334.33966445078
15426.6432823129,6306.86166508389
15524.3874716553,6275.45267489712
15589.8554421769,6241.58214624881
15637.643707483,6215.53086419753
15733.560515873,6183.68027856917
15769.2171201814,6160.02215891105
15775.0817743764,6134.63849319405
15903.6683673469,6116.53149730928
15991.398100907,6095.04906616018
16163.9348072562,6078.12757201646
16295.4994331066,6054.79930357708
16332.1964285714,6035.92276036721
16438.7257653061,6019.92750870529
16510.0313208617,6008.59195948085
16559.6659580499,5985.45963912631
16625.031037415,5971.410889522
16678.7626133787,5958.40550807217
16677.2383786848,5944.99018676796
16672.0032596372,5927.2985121874
16696.0488945578,5918.98353909465
16679.3715986395,5897.44286166508
16705.8825113379,5890.59924026591
16679.3731575964,5881.84868629313
16574.7998866213,5868.09528331751
16500.9584750567,5841.65843621399
16368.0036848073,5838.3757518202
16211.9292800454,5824.74517252295
16087.5595238095,5816.05508072175
15906.5877267574,5798.25356125356
15790.9641439909,5785.68344412789
15701.7575113379,5775.32162076607
15605.0239512472,5766.64007597341
15479.3102324263,5748.50522317189
15332.9314058957,5731.46818613485
15220.6798469388,5722.80341880342
15167.7858560091,5715.34631212409
15122.7949263039,5706.63754352643
15079.4970238095,5694.59259259259
15009.6265589569,5682.76353276353
22902.4839852608,5954.56441911997
21739.9746315193,5952.35485913264
20578.5640589569,5929.55682177904
19949.60430839,5912.38651471985
19455.0738378685,5895.09401709402
18993.8650793651,5862.69452358341
18547.5735544218,5838.67774612219
18112.9841269841,5812.42893320671
17733.4640022676,5787.23361823362
17369.8483560091,5764.33333333333
17067.0878684807,5734.26432415321
16794.3903061224,5713.70465337132
16565.3017290249,5689.96676163343
16370.6332199546,5667.93573915796
16187.6595804989,5644.23678379234
16032.7651643991,5629.58088002532
15878.60430839,5613.6413421969
15725.574829932,5594.38334916113
15587.2378117914,5581.54605887939
15420.5592403628,5564.77366255144
15310.9362244898,5548.2032288699
15196.6026077098,5544.07027540361
15074.1880668934,5532.36308958531
14970.7422052154,5524.76574865464
14821.1904761905,5504.712883824
14741.9173752834,5504.39664450776
14615.501984127,5490.24659702437
14527.1632653061,5491.09939854384
14408.1047335601,5477.54985754986
14302.2346938776,5477.46976891421
14219.3528911565,5469.69135802469
14115.4005102041,5460.65622032289
14017.6556122449,5447.21715732827
13929.1138038549,5443.64007597341
13848.4101473923,5445.38778094334
13766.8801020408,5433.28933206711
13690.4651360544,5437.41342196898
13595.0673185941,5430.44444444444
13509.0977891156,5424.4415954416
13433.689484127,5414.11301044634
13369.3399943311,5411.66445077556
13290.7225056689,5408.027223805
13215.2902494331,5399.51788540677
13156.6614229025,5399.11839189617
13087.6935941043,5392.2985121874
13020.1736111111,5388.93668882558
12953.7301587302,5386.95694840139
12890.5136054422,5385.67109844888
12817.9951814059,5375.25735992403
12743.22888322,5366.09211775878
12699.1142290249,5371.37195314973
12649.6133786848,5365.08483697373
12591.8854875283,5359.41373852485
12547.7488662132,5358.49730927509
12482.4620181406,5357.59860715416
12445.0535714286,5352.93130737575
12369.9200680272,5342.94396961064
12338.0921201814,5340.95283317506
12295.1857993197,5342.2735042735
12254.6859410431,5336.44571066793
12197.658021542,5327.9784742007
12163.0422335601,5330.25735992403
