0,368.285215559897,0,0,0,368.285215559897,0
149,0,0,0,0,0,0
299,0,0,0,0,0,0
450,0,0,0,0,0,0
602,0,0,0,0,0,0
755,0,0,0,0,0,0
907,0,0,0,0,0,0
1061,0,0,0,0,0,0
1215,0,0,0,0,0,0
1369,0,0,0,0,0,0
1521,0,0,0,0,0,0
1674,0,0,0,0,0,0
1827,0,0,0,0,0,0
1979,0,0,0,0,0,0
2134,0,0,0,0,0,0
2289,0,0,0,0,0,0
