15095.29607698,15576.6663174437,8489.17156743621
14720.1105354059,15188.1367207962,8087.22746051033
14494.4001973847,14871.4866422211,7807.79538274605
14401.7319269677,14654.9020429544,7589.25929526124
14307.5071551937,14561.8774227344,7407.38323207776
14246.3056994819,14475.7412257727,7262.50668286756
14204.8599802615,14380.8308014667,7129.39100850547
14173.4201825808,14319.2383446831,7019.52490886999
14211.7739945719,14271.5552645364,6905.19854191981
14210.1005428078,14259.412781561,6822.35066828676
14247.417221811,14191.6715557884,6740.44835965978
14275.2552430299,14136.9570455736,6671.68116646416
14290.3307426598,14056.8067050812,6607.96087484812
14345.8313594868,13974.9345206915,6545.75795868773
14383.8660251665,13952.3614457831,6489.08748481166
14441.5425610659,14000.8522786799,6438.9035236938
14463.8254379472,14064.2074384494,6388.00607533414
14546.4137675796,14126.5552645364,6346.87654921021
14554.20392302,14117.8370874804,6302.52904009721
14623.4119170984,14194.6123624935,6267.29283110571
14675.425980755,14243.8800419068,6226.90376670717
14711.2547495682,14299.4473546359,6195.96573511543
14795.5738958796,14222.6998428497,6166.95722964763
14851.6443375278,14343.1147197486,6135.68626974484
14900.1880088823,14383.6919853326,6104.6262454435
14985.1260794473,14462.6375065479,6071.97424058323
15009.3968665186,14456.2084861184,6055.38857837181
15008.1397730076,14483.4169722368,6020.29064398542
15130.9085862324,14402.8800419068,6004.12831105711
15211.4785344189,14307.3441592457,5982.03693803159
15357.7670861091,14316.537977999,5962.49696233293
15464.8840365162,14340.7302252488,5940.42503037667
15491.2982975574,14429.6841278156,5922.89623329283
15580.7809030348,14398.9203771608,5908.23693803159
15635.8536886257,14394.0010476689,5890.76719319563
15678.9055020972,14535.9198533263,5870.3815309842
15736.8068097705,14663.198009429,5861.45370595383
15783.8899580558,14801.3876375065,5844.84495747266
15785.0584752036,14847.6469355684,5833.05759416768
15786.4344929682,14929.3986380304,5813.62211421628
15814.1243523316,15101.0440020953,5805.35115431349
15795.6275598322,15100.3242535359,5791.36403402187
15819.3372810264,15072.6348873756,5784.50619684083
15797.3540587219,15108.5086432687,5766.81263669502
15706.857389588,15061.0696699843,5754.50619684083
15639.0176412534,14963.0230487166,5730.16695018226
15524.7573402418,15077.0691461498,5725.18444714459
15386.9147545028,15037.8402304872,5714.19756986634
15274.7494448557,14913.1445783133,5701.2269744836
15119.8688625709,14985.7894185437,5689.21676792224
15024.6812237848,14918.6306966998,5679.04228432564
14952.7495682211,14831.8255631221,5664.31688942892
14868.5479891438,14882.5170246202,5652.11081409478
14753.4838391315,14882.6568884233,5638.1992709599
14621.6285467555,14740.1618648507,5623.41968408262
14524.3620774735,14730.7302252488,5615.54702308627
14479.3836664199,14650.4075432163,5604.74386391251
14435.4587959536,14539.3059193295,5593.72345078979
14399.0661238589,14377.8805657412,5580.54386391252
14329.0958549223,14279.347826087,5567.89331713244
21420.7321736985,14856.5206914615,5800.79052247874
20301.3807056501,18313.3163960189,5792.42138517619
19209.3149518875,23609.3038239916,5781.81871202916
18601.3128546756,24157.5667888947,5772.28043742406
18121.4425117197,23662.2503928759,5758.96330498177
17671.3263015051,22844.148768989,5732.39538274605
17237.5657537626,21814.2022001048,5713.13560145808
16815.0328151986,20548.1592456784,5689.59441069259
16446.0912904022,19279.2414876899,5666.37351154313
16098.3312361214,18027.1592456784,5642.32515188335
15808.0226992351,16858.0853850183,5616.78930741191
15551.1851714779,15895.1435306443,5594.61895504253
15337.3763878608,15153.7742273442,5577.4865127582
15157.6686405132,14529.4311157674,5557.97642770352
14990.7517887984,14181.0979570456,5534.20947752126
14852.5956081915,13895.3745416448,5518.05273390036
14710.2751048606,13781.0539549502,5502.7837181045
14574.8987169998,13581.4059717129,5480.87630619684
14455.1101653096,13465.2152959665,5469.83839611179
14303.062546262,13339.182294395,5451.53341433779
14207.2792992845,13325.9360921949,5441.70838396112
14105.9647174932,13272.3698271346,5435.3489671932
13997.7146558105,13223.5002619172,5426.76573511543
13907.4143844066,13172.496595076,5416.37472660996
13774.9367135455,13186.3342063908,5397.76403402187
13707.6947939798,13183.6050288109,5396.57399756987
13595.2213175426,13136.0717653222,5384.74945321993
13517.8114976561,13052.2304871661,5374.65832320778
13410.7289661979,13004.0073336826,5370.38857837181
13317.985812978,12974.7365112624,5365.77739975699
13244.5236861584,12915.3378732321,5360.68311057108
13151.2100912904,12897.5594552122,5349.77108140948
13067.4671848014,12888.9308538502,5346.06464155529
12988.2087342709,12929.3043478261,5340.71616038882
12917.2235381199,12954.5358826611,5334.11105710814
12846.7295830249,12987.0120481928,5327.75868772783
12779.0578583765,13099.0937663698,5327.03961117861
12696.0251665433,13016.6862231535,5318.58177399757
12624.119047619,12984.5102147721,5317.9290400972
12554.6883789785,12961.4918805657,5310.32029161604
