17174.9341825902,18740.9686581783,24121.4957331265,8753.50803858521
16838.1040339703,18505.2664054848,23683.3886733902,8326.20578778135
16639.0345768881,18495.8736532811,23347.4887509697,8026.67524115756
16539.9681528662,18542.5200783546,23130.9945694337,7810.75241157556
16492.7309675463,18591.6464250735,22942.4328937161,7593.69453376206
16499.5623293904,18682.0705190989,22835.0062063615,7460.63022508039
16497.5453442524,18786.4877571009,22743.2614429791,7333.19935691318
16497.1025174401,18965.7561214496,22652.5252133437,7208.71704180064
16610.3290870488,19091.1704211557,22565.3553141971,7102.12218649518
16659.6933575978,19243.0362389814,22556.5058184639,7007.70739549839
16758.3178647255,19600.7894221352,22504.6966640807,6932.69453376206
16802.9605702153,19927.9392752204,22456.934833204,6864.06430868167
16859.6326963907,20172.7796278159,22399.5818463926,6788.46945337621
16971.0946314832,20426.7982370225,22334.7005430566,6730.48553054662
17074.5796178344,20657.3555337904,22292.5608999224,6677.60450160772
17187.8040643009,21056.6199804114,22295.4328937161,6616.38906752412
17236.093418259,21237.5337904016,22252.8968192397,6567.82958199357
17367.3481953291,21392.750244858,22290.0046547711,6530.6270096463
17410.1759175008,21618.3966699314,22214.7075252133,6503.53697749196
17513.8343949045,21782.5386875612,22227.6035686579,6445.05787781351
17604.3842887473,21908.6650342801,22162.200155159,6400.93890675241
17653.2438580528,22023.0597453477,22192.9681923972,6374.49517684887
17813.8629056718,22019.9402546523,22198.3607447634,6343.28938906752
17900.0457992114,22034.0803134182,22126.9581070597,6321.1575562701
17961.3002729754,22179.4191968658,22043.8549262995,6288.63665594855
18087.2678192296,22355.5504407444,22054.0116369279,6247.57556270096
18167.3448589627,22654.6278158668,21997.3661753297,6238.07717041801
18190.9933272672,22950.1743388834,21955.2591155935,6228.08681672026
18341.5599029421,23417.7453476983,21925.8650116369,6192.30225080386
18454.864422202,24144.0372184133,21901.5461598138,6166.81350482315
18709.1968456172,24714.8903036239,21865.3320403413,6152.48874598071
18925.3958143767,25276.2419196866,21841.1466252909,6138.30225080386
19020.1719745223,25547.9921645446,21850.7439875873,6119.3922829582
19189.4695177434,25913.3927522037,21860.7695888285,6092.47266881029
19313.1628753412,26099.680705191,21854.46935609,6064.3922829582
19358.678192296,26492.6052889324,21804.2994569434,6048.29260450161
19472.1170761298,26792.4515181195,21760.4895267649,6019.19935691318
19549.5228996057,26831.2262487757,21701.6462373933,6023.49517684887
19521.8938428875,26691.9745347698,21701.5275407292,5997.95819935691
19523.0230512587,26654.9079333986,21628.2885958107,6004.47909967846
19556.7024567789,26605.110675808,21611.012412723,5990.81028938907
19519.3973309069,26584.2683643487,21612.1357641583,5961.2540192926
19565.9972702457,26408.3418217434,21608.5407292475,5962.61414790997
19518.7076129815,26224.41625857,21561.0915438324,5942.55305466238
19382.2235365484,25995.3241919687,21495.9262994569,5932.00964630225
19256.6709129512,25663.805093046,21436.5415050427,5922.4308681672
19084.957233849,25485.8824681685,21419.6175329713,5912.4308681672
18881.6151046406,25260.5073457395,21424.5554693561,5908.91639871383
18721.1113133151,24855.2350636631,21384.9899146625,5883.84887459807
18446.8944494995,24648.9813907933,21355.5065942591,5868.31511254019
18252.5878070974,24379.7531831538,21387.5601241272,5849.1768488746
18127.5159235669,24201.096963761,21388.6772692009,5838.91639871383
17978.0576281468,24090.5318315377,21386.2800620636,5824.11254019293
17818.2766151046,23878.4985308521,21359.0799069046,5803.47588424437
17636.5668789809,23482.1988246817,21334.2699767261,5809.91639871383
17484.7925386715,23205.7619980411,21252.8805275407,5779.05787781351
17389.4676979072,22931.7257590597,21210.0201706749,5789.30225080386
17348.9084015772,22588.6856023506,21168.8766485648,5763.51446945338
17285.0518653321,22234.6043095005,21144.5841737781,5749.30868167203
17209.9211404307,21840.0852105779,21119.9767261443,5750.10289389068
