Acquisition Date,DIV,Genotype,Dish,Trial,Magnification,Chamber,Neuron,FPS,Bitdepth,Peak Num,Peak Location (s),Peak Value,Amplitude,FWHM (s),Mean Rise Rate (s^-1),Stdev Mean Rise Rate(s^-1),Peak Rise Rate (s^-1),Mean Fall Rate(s^-1),Stdev Mean Fall Rate(s^-1),Peak Fall Rate (s^-1),Frequency (Hz),I - Maximum,I - Minimum,I - Mean,I - Stdev,dI/dt - Maximum,dI/dt - Minimum,dI/dt - Mean,dI/dt - Stdev,I - Start,I - End
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,15,125,6.838682,6.740429,42.049315,0.169991,0.103404,0.127989,-0.201403,0.128634,-0.104448,0.027027,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,16,146,3.200595,0,0.937225,0,0,0.118325,0,0,-1.587288,0.047619,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,17,153,2.77066,0,0.989607,0,0,0.055136,0,0,-0.088465,0.142857,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,18,161,2.565234,0,0.974267,0,0,0.348036,0,0,-0.131334,0.125,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,19,168,2.682815,0.232437,1.477846,0.127989,0,0.054268,-0.104448,0,-0.126998,0.142857,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,20,178,2.823814,1.456201,8.410478,0.050768,0.046063,0.163549,-1.587288,0,-0.191054,0.1,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,21,213,1.708215,0.10259,3.177692,0.042002,0.018573,0.164044,-0.088465,0,-0.046587,0.028571,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,22,217,1.879445,0.479371,2.613611,0.348036,0,0.007682,-0.131334,0,-0.093545,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,23,221,1.665965,0.181266,1.56634,0.054268,0,0.192293,-0.126998,0,-0.215215,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,24,223,1.702515,0.354603,1.304846,0.163549,0,0.105811,-0.191054,0,-0.024904,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,25,230,1.558419,0.210631,2.218593,0.164044,0,0.135423,-0.046587,0,-0.16962,0.142857,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,26,240,1.314087,0.101227,2.184088,0.007682,0,0.105191,-0.093545,0,-0.143353,0.1,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,27,252,1.162805,0,0.84705,0,0,0.092801,0,0,-0.168257,0.083333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,28,255,1.261802,0.407508,1.324958,0.192293,0,0.167761,-0.215215,0,-0.101722,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,29,257,1.152397,0.130715,1.965021,0.105811,0,0.116466,-0.024904,0,-0.017718,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,30,263,1.16962,0.305043,1.433943,0.135423,0,0.000743,-0.16962,0,-0.010779,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,31,288,1.150415,0.248544,1.317194,0.105191,0,0.065791,-0.143353,0,-0.117334,0.04,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,32,300,1.460909,0.261058,2.445341,0.092801,0,0.075579,-0.168257,0,-0.060959,0.083333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,33,303,1.41234,0.269483,1.324604,0.167761,0,0.136167,-0.101722,0,-0.02478,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,34,307,1.401685,0.134184,1.967811,0.116466,0,0.063313,-0.017718,0,-0.029364,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,35,316,1.363648,0.011523,2.992959,0.000743,0,0.260934,-0.010779,0,-0.222401,0.111111,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,36,322,1.347912,0.183125,1.391714,0.065791,0,0.102218,-0.117334,0,-0.060092,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,37,325,1.381861,0.136538,2.005906,0.075579,0,0.068269,-0.060959,0,-0.222401,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,38,330,1.391773,0.160947,1.845198,0.136167,0,0.114236,-0.02478,0,-0.075703,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,39,334,1.389915,0.092677,2.096727,0.063313,0,0.078429,-0.029364,0,-0.118944,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,40,338,1.472432,1.575889,133.674323,0.077659,0.05789,0.150167,-0.073331,0.058961,-0.051047,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,41,342,1.323256,0.16231,1.350515,0.102218,0,0.110891,-0.060092,0,-0.095403,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,42,353,1.269979,0.432412,7.60971,0.058295,0.014105,0.064304,-0.156734,0.074546,-0.168876,0.090909,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,43,355,1.161814,0.189939,1.254501,0.114236,0,0.039772,-0.075703,0,-0.102094,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,44,374,1.109528,0.143477,17.786764,0.049585,0.024325,0.147194,-0.067526,0.030371,-0.028497,0.052632,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,45,377,1.079048,0.201214,1.86673,0.150167,0,0.170735,-0.051047,0,-0.033577,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,46,386,1.035436,0.206294,1.113785,0.110891,0,0.131458,-0.095403,0,-0.146698,0.111111,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,47,394,1.073225,0.233181,2.888726,0.064304,0,0.117581,-0.168876,0,-0.010655,0.125,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,48,399,1.112006,0.141866,2.934656,0.039772,0,0.128856,-0.102094,0,-0.138521,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,49,403,1.08958,0.125511,4.971331,0.147194,0,0.113864,-0.025647,0.00403,-0.045967,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,50,413,1.162557,0.111386,4.132634,0.170735,0,0.137529,-0.033577,0,-0.048693,0.1,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,51,418,1.114856,0,0.771569,0,0,0.071491,0,0,-0.119564,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,52,422,1.195143,0.278156,1.102642,0.131458,0,0.026515,-0.146698,0,-0.144096,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,53,424,1.166027,0.128237,2.427208,0.117581,0,0.114112,-0.010655,0,-0.114856,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,54,429,1.218065,0.334531,10.854647,0.087907,0.057911,0.292777,-0.099089,0.030276,-0.274315,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,55,435,0.97076,0.197993,3.357876,0.074526,0.055633,0.086111,-0.02447,0.030401,-0.274315,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,56,440,1.020567,0.225003,3.820448,0.084066,0.075608,0.19948,-0.028435,0.028649,-0.103457,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,57,458,0.706604,0.191054,1.336222,0.071491,0,0.170487,-0.119564,0,-0.093421,0.055556,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,58,462,0.812291,0.170611,2.799036,0.026515,0,0.090819,-0.144096,0,-0.084624,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,59,468,0.801388,0.228968,1.003257,0.114112,0,0.117953,-0.114856,0,-0.159708,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,60,471,0.813902,1.328336,37.786421,0.105749,0.09825,0.084128,-0.076521,0.079804,-0.588775,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,61,487,0.711064,0.360426,1.041677,0.086111,0,0.856399,-0.274315,0,-0.231694,0.0625,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,62,489,0.636228,0.302936,1.464072,0.19948,0,0.103333,-0.103457,0,-0.086606,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,63,494,0.532896,0.263908,1.412467,0.170487,0,0.078181,-0.093421,0,-0.006319,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,64,501,0.530541,0.175443,1.593795,0.090819,0,0.161814,-0.084624,0,-0.126007,0.142857,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,65,507,0.578119,0.277661,1.842772,0.117953,0,0.195267,-0.159708,0,-0.111882,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,66,511,0.530789,0.672903,1.942767,0.084128,0,0.179532,-0.588775,0,-0.095279,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,67,524,2.506505,3.205675,11.254493,0.427415,0.31313,0.095279,-0.106864,0.083112,-0.156114,0.076923,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,68,545,0.626193,0,0.958685,0,0,0.123405,0,0,-0.186346,0.047619,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,69,547,0.509107,0.189939,1.096567,0.103333,0,0.182381,-0.086606,0,-0.037542,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,70,551,0.501549,0.153389,3.473071,0.070809,0.010426,0.191302,-0.005885,0.000613,-0.162681,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,71,557,0.528435,0.287821,1.37295,0.161814,0,0.248049,-0.126007,0,-0.112006,0.166667,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,72,561,0.527196,0.307149,1.372647,0.195267,0,0.178293,-0.111882,0,-0.034444,0.25,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,73,564,0.50477,0,0.790506,0,0,0.068393,0,0,-0.054888,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,74,566,0.466361,0.274811,1.442133,0.179532,0,0.202453,-0.095279,0,-0.199604,0.5,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,75,577,0.440094,0.251394,1.581001,0.095279,0,0.00223,-0.156114,0,-0.028869,0.090909,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,76,587,0.367612,0.309751,1.177416,0.123405,0,0.052658,-0.186346,0,-0.101598,0.1,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,77,592,0.337257,0.081031,5.165516,0.092306,0.127386,0.124024,-0.025214,0.017435,-0.147194,0.2,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,78,601,0.480114,0.353983,1.207756,0.191302,0,0.125883,-0.162681,0,-0.158716,0.111111,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,79,604,0.515797,0.334283,4.261974,0.248049,0,0.115475,-0.067959,0.062291,-0.150787,0.333333,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,80,613,0.45013,0.212737,2.243953,0.178293,0,0.277785,-0.034444,0,-0.103705,0.111111,6.838682,-0.233304,1.236056,1.330692,0.856399,-1.587288,0.000221,0.162535,-0.125759,0.01016
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,1,8,0.177189,0.302829,1.004169,0.150786,0,0.150786,-0.152043,0,-0.152043,0,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,2,14,0.298967,0.586798,21.640931,0.08116,0.055504,0.151774,-0.091855,0.069606,-0.153749,0.166667,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,3,28,0.015986,0.043467,2.661356,0.022721,0,0.022721,-0.020745,0,-0.020745,0.071429,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,4,93,1.333453,0.360485,1.04117,0.26969,0,0.26969,-0.090795,0,-0.090795,0.015385,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,5,101,1.580242,0.228738,1.258399,0.090885,0,0.090885,-0.137854,0,-0.137854,0.125,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,6,114,1.947194,0,0.991705,0,0,0.32115,0,0,-0.2511,0.076923,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,7,118,2.011765,3.369106,114.393498,0.12148,0.079209,0.12564,-0.093292,0.068049,-0.065649,0.25,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,8,120,1.904625,0.191289,1.456908,0.12564,0,0.156623,-0.065649,0,-0.159048,0.5,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,9,125,1.975573,0.315671,1.493687,0.156623,0,0.064392,-0.159048,0,-0.098159,0.2,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,10,130,1.932645,0.162551,1.642135,0.064392,0,0.179614,-0.098159,0,-0.15815,0.2,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,11,133,1.899596,0.337764,1.067859,0.179614,0,0.074181,-0.15815,0,-0.045532,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,12,138,1.71154,0.120431,3.628445,0.055007,0.027116,0.151684,-0.045532,0,-0.129502,0.2,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,13,143,1.821015,0.281185,1.720705,0.151684,0,0.096363,-0.129502,0,-0.006107,0.2,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,14,153,1.591379,0.10247,1.929354,0.096363,0,0.036102,-0.006107,0,-0.189044,0.1,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,15,157,1.612034,0.225146,2.160251,0.036102,0,0.043287,-0.189044,0,-0.01877,0.25,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,16,160,1.549708,0.062057,2.600103,0.043287,0,0.150067,-0.01877,0,-0.164885,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,17,170,1.527795,0.314953,1.67808,0.150067,0,0.197755,-0.164885,0,-0.065649,0.1,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,18,209,1.149169,0,0.890821,0,0,0.095285,0,0,-0.123664,0.025641,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,19,211,1.223799,0.263404,1.681789,0.197755,0,0.058105,-0.065649,0,-0.177638,0.5,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,20,214,1.309744,0,0.96006,0,0,0.144499,0,0,-0.128244,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,21,217,1.316569,0.218949,2.685691,0.095285,0,0.04634,-0.123664,0,-0.087921,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,22,225,1.273103,0.235743,2.102981,0.058105,0,0.067265,-0.177638,0,-0.089178,0.125,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,23,227,1.239964,0.272744,1.063375,0.144499,0,0.113696,-0.128244,0,-0.079928,0.5,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,24,230,1.235115,0.134261,1.901037,0.04634,0,0.117827,-0.087921,0,-0.182488,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,25,239,1.152762,0.156444,1.973935,0.067265,0,0.20467,-0.089178,0,-0.117288,0.111111,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,26,245,1.182577,0.193624,2.191028,0.113696,0,0.19057,-0.079928,0,-0.409879,0.166667,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,27,248,1.131926,0,0.903893,0,0,0.22793,0,0,-0.072384,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,28,256,1.188056,0.300314,1.751252,0.117827,0,0.207454,-0.182488,0,-0.105793,0.125,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,29,259,1.120251,0.321958,1.372511,0.20467,0,0.145038,-0.117288,0,-0.031702,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,30,271,1.085137,0.367939,9.673469,0.101452,0.082185,0.037988,-0.161173,0.215932,-0.13498,0.083333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,31,277,1.027301,0.204311,3.299583,0.22793,0,0.086574,-0.072384,0,-0.187068,0.166667,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,32,284,1.025685,0.313247,1.363191,0.207454,0,0.110283,-0.105793,0,-0.177907,0.142857,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,33,289,0.979704,0.031163,3.056666,0.145038,0,0.165963,-0.031702,0,-0.088101,0.2,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,34,300,1.06987,0.172968,2.97143,0.037988,0,0.121329,-0.13498,0,-0.06969,0.090909,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,35,307,1.13013,0.254872,16.036063,0.062649,0.02009,0.008352,-0.12555,0.067747,-0.105882,0.142857,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,36,310,1.0837,0.28819,1.032877,0.110283,0,0.219578,-0.177907,0,-0.281365,0.333333,2.011765,-1.537943,0.728815,0.553726,0.327256,-0.432959,0.000907,0.117473,-0.20916,0.348361
