Acquisition Date,DIV,Genotype,Dish,Trial,Magnification,Chamber,Neuron,FPS,Bitdepth,Peak Num,Peak Location (s),Peak Value,Amplitude,FWHM (s),Mean Rise Rate (s^-1),Stdev Mean Rise Rate(s^-1),Peak Rise Rate (s^-1),Mean Fall Rate(s^-1),Stdev Mean Fall Rate(s^-1),Peak Fall Rate (s^-1),Frequency (Hz),I - Maximum,I - Minimum,I - Mean,I - Stdev,dI/dt - Maximum,dI/dt - Minimum,dI/dt - Mean,dI/dt - Stdev,I - Start,I - End
mm/dd/yyyy,,WT,,,20X,Microwell,18,1,16,3,481,2.82825,1.948027,10.113351,0.215003,0.132091,0.349219,-0.174602,0.054181,-0.259442,0.002387,2.82825,0.808472,1.071223,0.244423,0.349219,-0.259442,-0.000209,0.045883,0.952824,0.842936
mm/dd/yyyy,,WT,,,20X,Microwell,19,1,16,4,477,2.712475,1.438148,8.32459,0.181105,0.101807,0.28534,-0.178432,0.07732,-0.24292,0.003704,2.712475,0.889436,1.473994,0.264828,0.438352,-0.446772,0.000679,0.056019,0.889436,1.247436
mm/dd/yyyy,,WT,,,20X,Microwell,19,1,16,1,43,1.558822,0.62886,3.343158,0.141213,0,0.141213,-0.30585,0.199294,-0.446772,0,2.712475,0.889436,1.473994,0.264828,0.438352,-0.446772,0.000679,0.056019,0.889436,1.247436
mm/dd/yyyy,,WT,,,20X,Microwell,19,1,16,2,61,2.171629,1.526541,59.362888,0.087258,0.089428,0.438352,-0.032973,0.023238,-0.088626,0.055556,2.712475,0.889436,1.473994,0.264828,0.438352,-0.446772,0.000679,0.056019,0.889436,1.247436
mm/dd/yyyy,,WT,,,20X,Microwell,19,1,16,3,207,1.665016,0.292361,63.610661,0.027192,0.025758,0.11237,-0.023586,0.016322,-0.054539,0.006849,2.712475,0.889436,1.473994,0.264828,0.438352,-0.446772,0.000679,0.056019,0.889436,1.247436
mm/dd/yyyy,,WT,,,20X,Microwell,19,1,16,4,477,2.712475,1.438148,8.32459,0.181105,0.101807,0.28534,-0.178432,0.07732,-0.24292,0.003704,2.712475,0.889436,1.473994,0.264828,0.438352,-0.446772,0.000679,0.056019,0.889436,1.247436
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,1,41,1.323115,0.52925,1.601807,0.310852,0,0.310852,-0.218398,0,-0.218398,0,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,2,64,1.538879,0.962726,132.072816,0.039355,0.053247,0.310852,-0.01602,0.010272,-0.041966,0.043478,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,3,193,1.262688,0.167445,17.45284,0.025535,0.021686,0.059629,-0.018172,0.025831,-0.061135,0.007752,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,4,292,1.166538,0.099626,93.545966,0.015599,0.014101,0.056597,-0.015691,0.011395,-0.042475,0.010101,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,5,428,1.064986,0.285553,50.534252,0.020999,0.018377,0.055092,-0.013976,0.008153,-0.029925,0.007353,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,20,1,16,6,475,1.216185,0.261028,8.497199,0.046227,0.044158,0.112198,-0.01903,0.013623,-0.032227,0.021277,1.538879,0.648465,1.111382,0.139913,0.310852,-0.378915,0.000086,0.036156,0.932513,0.977689
mm/dd/yyyy,,WT,,,20X,Microwell,21,1,16,1,41,1.190956,0.358768,1.314735,0.19092,0,0.19092,-0.167848,0,-0.167848,0,2.691774,0.694935,1.091904,0.225461,0.535081,-0.296508,-0.000043,0.051044,0.95609,0.933671
mm/dd/yyyy,,WT,,,20X,Microwell,21,1,16,2,65,1.477164,0.716518,104.144595,0.039901,0.039414,0.19092,-0.018466,0.015476,-0.053848,0.041667,2.691774,0.694935,1.091904,0.225461,0.535081,-0.296508,-0.000043,0.051044,0.95609,0.933671
mm/dd/yyyy,,WT,,,20X,Microwell,21,1,16,3,198,1.095887,0.08495,37.235841,0.021187,0.010346,0.045019,-0.018456,0.015216,-0.043056,0.007519,2.691774,0.694935,1.091904,0.225461,0.535081,-0.296508,-0.000043,0.051044,0.95609,0.933671
mm/dd/yyyy,,WT,,,20X,Microwell,21,1,16,4,278,1.085768,0.089801,114.14069,0.021258,0.012824,0.050996,-0.018568,0.01268,-0.041258,0.0125,2.691774,0.694935,1.091904,0.225461,0.535081,-0.296508,-0.000043,0.051044,0.95609,0.933671
mm/dd/yyyy,,WT,,,20X,Microwell,21,1,16,5,475,2.691774,2.14294,9.434401,0.275681,0.217496,0.535081,-0.152907,0.05816,-0.224911,0.005076,2.691774,0.694935,1.091904,0.225461,0.535081,-0.296508,-0.000043,0.051044,0.95609,0.933671
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,1,9,1.150348,0.157993,2.510075,0.143606,0,0.143606,-0.014387,0,-0.014387,0,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,2,41,1.4072,0.469309,3.290689,0.2036,0.178413,0.329757,-0.098374,0,-0.098374,0.03125,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,3,63,1.952829,1.244646,75.088791,0.059369,0.067859,0.329757,-0.023423,0.011003,-0.046973,0.045455,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,4,195,1.600357,0.063519,9.663126,0.023101,0.026313,0.041707,-0.027908,0.02554,-0.052018,0.007576,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,5,258,1.541355,0.193994,13.455281,0.036062,0.016658,0.057504,-0.03876,0.017027,-0.05334,0.015873,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,6,432,1.340178,0.077642,35.50524,0.01495,0.013333,0.038314,-0.026196,0.016533,-0.065017,0.005747,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,22,1,16,7,475,1.577598,0.528333,18.926134,0.05253,0.025732,0.087997,-0.023431,0.01687,-0.051622,0.023256,1.952829,0.854169,1.399579,0.206462,0.329757,-0.312483,0.000672,0.03925,0.854169,1.208073
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,1,41,1.330186,0.490938,3.444097,0.165093,0.149295,0.27066,-0.193228,0,-0.193228,0,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,2,61,1.72622,1.138043,195.815172,0.046551,0.051707,0.27066,-0.018726,0.016759,-0.081882,0.05,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,3,86,1.652748,0.107141,2.616498,0.044007,0,0.044007,-0.063134,0,-0.063134,0.04,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,4,195,1.542542,0.130854,37.044777,0.023542,0.016449,0.051821,-0.019061,0.013684,-0.037414,0.009174,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,5,258,1.364019,0.128466,43.19692,0.02324,0.016501,0.065033,-0.015947,0.013001,-0.045879,0.015873,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,6,434,1.21241,0.126268,49.724031,0.023652,0.009153,0.036301,-0.018686,0.010151,-0.033995,0.005682,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,23,1,16,7,475,2.871534,2.246758,7.480188,0.344471,0.385169,0.692468,-0.217219,0.08063,-0.311466,0.02439,2.871534,0.578545,1.27559,0.258392,0.692468,-0.39313,0.000539,0.06625,0.771854,1.055755
mm/dd/yyyy,,WT,,,20X,Microwell,24,1,16,1,41,1.24022,0.485678,1.237626,0.226072,0,0.226072,-0.259605,0,-0.259605,0,1.815669,0.596236,1.234775,0.209225,0.226072,-0.368245,0.000261,0.037858,0.941109,1.078844
mm/dd/yyyy,,WT,,,20X,Microwell,24,1,16,2,103,1.694466,1.542383,114.37558,0.037254,0.036933,0.165896,-0.032614,0.065079,-0.368245,0.016129,1.815669,0.596236,1.234775,0.209225,0.226072,-0.368245,0.000261,0.037858,0.941109,1.078844
mm/dd/yyyy,,WT,,,20X,Microwell,24,1,16,3,300,1.271484,0.167715,92.840088,0.013609,0.008974,0.034367,-0.015534,0.012674,-0.051617,0.005076,1.815669,0.596236,1.234775,0.209225,0.226072,-0.368245,0.000261,0.037858,0.941109,1.078844
mm/dd/yyyy,,WT,,,20X,Microwell,24,1,16,4,484,1.815669,0.786657,17.091443,0.056247,0.016086,0.076575,-0.038771,0.035443,-0.115714,0.005435,1.815669,0.596236,1.234775,0.209225,0.226072,-0.368245,0.000261,0.037858,0.941109,1.078844
mm/dd/yyyy,,WT,,,20X,Microwell,25,1,16,1,41,1.260076,0.307188,4.396317,0.130038,0.181499,0.258378,-0.075872,0,-0.075872,0,1.260076,0.899566,0.98866,0.084048,0.258378,-0.075872,-0.000243,0.018861,1.066101,0.938097
mm/dd/yyyy,,WT,,,20X,Microwell,25,1,16,2,248,1.086551,0.244203,5.955455,0.046589,0.060039,0.115907,-0.034812,0.029171,-0.061849,0.004831,1.260076,0.899566,0.98866,0.084048,0.258378,-0.075872,-0.000243,0.018861,1.066101,0.938097
mm/dd/yyyy,,WT,,,20X,Microwell,25,1,16,3,368,1.082191,0.1786,3.689963,0.047095,0.026526,0.065852,-0.042205,0.036075,-0.067713,0.008333,1.260076,0.899566,0.98866,0.084048,0.258378,-0.075872,-0.000243,0.018861,1.066101,0.938097
mm/dd/yyyy,,WT,,,20X,Microwell,25,1,16,4,401,1.050899,0.249289,11.32395,0.032163,0.058222,0.119445,-0.029505,0.024981,-0.06622,0.030303,1.260076,0.899566,0.98866,0.084048,0.258378,-0.075872,-0.000243,0.018861,1.066101,0.938097
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,1,41,1.57917,0.642586,3.036407,0.289585,0.368498,0.550153,-0.267121,0,-0.267121,0,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,2,43,1.515755,0,0.744259,0,0,0.049519,0,0,-0.074715,0.5,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,3,73,1.611304,0.389423,43.040358,0.027303,0.016589,0.360675,-0.028681,0.020358,-0.111148,0.033333,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,4,181,1.596431,0.547432,19.061863,0.087489,0.152828,1.167086,-0.036329,0.036719,-0.331305,0.009259,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,5,254,4.321729,3.565316,9.235249,0.518788,0.433905,0.042415,-0.194275,0.085892,-0.107596,0.013699,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,6,401,1.388717,0.092599,35.155409,0.017981,0.010426,0.029495,-0.032646,0.039619,-0.045593,0.006803,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,26,1,16,7,430,1.418482,0.063935,15.55266,0.01525,0.011407,0.128014,-0.011597,0.016743,-0.091207,0.034483,4.321729,0.978065,1.365349,0.358102,1.167086,-0.4502,0.000246,0.088829,1.141869,1.271753
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,1,41,1.349188,0.512394,1.473991,0.301113,0,0.301113,-0.211281,0,-0.211281,0,1.550023,0.827339,1.074817,0.167681,0.301113,-0.211281,-0.000151,0.029989,0.983163,0.903573
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,2,60,1.500139,0.584018,57.528912,0.058688,0.069228,0.301113,-0.01385,0.011931,-0.033908,0.052632,1.550023,0.827339,1.074817,0.167681,0.301113,-0.211281,-0.000151,0.029989,0.983163,0.903573
mm/dd/yyyy,,WT,,,20X,Microwell,27,1,16,3,259,1.550023,0.726812,11.177453,0.067609,0.046444,0.116197,-0.053527,0.02232,-0.077576,0.005025,1.550023,0.827339,1.074817,0.167681,0.301113,-0.211281,-0.000151,0.029989,0.983163,0.903573
mm/dd/yyyy,,WT,,,20X,Microwell,28,1,16,1,41,1.523665,0.568283,3.095509,0.261833,0.284553,0.463042,-0.210092,0,-0.210092,0,1.604374,0.960635,1.326169,0.116263,0.463042,-0.439267,0.000339,0.04708,1.171045,1.349933
mm/dd/yyyy,,WT,,,20X,Microwell,28,1,16,2,54,1.560904,0.615272,41.078356,0.102392,0.116602,0.463042,-0.020941,0.020005,-0.062334,0.076923,1.604374,0.960635,1.326169,0.116263,0.463042,-0.439267,0.000339,0.04708,1.171045,1.349933
mm/dd/yyyy,,WT,,,20X,Microwell,28,1,16,3,181,1.525205,0.439756,13.331906,0.096646,0.167126,0.347172,-0.06573,0.066257,-0.134392,0.007874,1.604374,0.960635,1.326169,0.116263,0.463042,-0.439267,0.000339,0.04708,1.171045,1.349933
mm/dd/yyyy,,WT,,,20X,Microwell,28,1,16,4,248,1.596432,0.476261,4.815883,0.11829,0.116662,0.200782,-0.119841,0.096256,-0.187905,0.014925,1.604374,0.960635,1.326169,0.116263,0.463042,-0.439267,0.000339,0.04708,1.171045,1.349933
mm/dd/yyyy,,WT,,,20X,Microwell,28,1,16,5,258,1.604374,0.387269,103.549027,0.035522,0.036642,0.200782,-0.026188,0.020126,-0.073622,0.1,1.604374,0.960635,1.326169,0.116263,0.463042,-0.439267,0.000339,0.04708,1.171045,1.349933
mm/dd/yyyy,,WT,,,20X,Microwell,29,1,16,1,41,1.509365,0.577922,2.932646,0.450832,0,0.450832,-0.12709,0,-0.12709,0,2.702576,0.904678,1.142908,0.241774,0.820794,-0.252767,-0.000336,0.06391,1.102948,0.925677
mm/dd/yyyy,,WT,,,20X,Microwell,29,1,16,2,105,1.56282,0.540184,60.964119,0.027174,0.01783,0.06919,-0.022042,0.016944,-0.051614,0.015625,2.702576,0.904678,1.142908,0.241774,0.820794,-0.252767,-0.000336,0.06391,1.102948,0.925677
mm/dd/yyyy,,WT,,,20X,Microwell,29,1,16,3,181,1.409709,0.460002,22.126669,0.066017,0.114133,0.267646,-0.036529,0.03568,-0.091249,0.013158,2.702576,0.904678,1.142908,0.241774,0.820794,-0.252767,-0.000336,0.06391,1.102948,0.925677
mm/dd/yyyy,,WT,,,20X,Microwell,29,1,16,4,254,2.702576,1.97145,8.092215,0.358086,0.336819,0.820794,-0.134776,0.035141,-0.168325,0.013699,2.702576,0.904678,1.142908,0.241774,0.820794,-0.252767,-0.000336,0.06391,1.102948,0.925677
mm/dd/yyyy,,WT,,,20X,Microwell,29,1,16,5,479,2.063015,1.129396,7.444055,0.16534,0.099697,0.273765,-0.117009,0.027335,-0.149633,0.004444,2.702576,0.904678,1.142908,0.241774,0.820794,-0.252767,-0.000336,0.06391,1.102948,0.925677
mm/dd/yyyy,,WT,,,20X,Microwell,30,1,16,1,41,1.691848,0.731586,2.901633,0.638466,0,0.638466,-0.09312,0,-0.09312,0,5.014993,0.979977,1.504447,0.71952,1.479457,-0.526845,0.000087,0.138986,1.123743,1.169512
mm/dd/yyyy,,WT,,,20X,Microwell,30,1,16,2,106,5.014993,3.819406,14.184933,0.288624,0.180732,0.499499,-0.257005,0.1553,-0.447967,0.015385,5.014993,0.979977,1.504447,0.71952,1.479457,-0.526845,0.000087,0.138986,1.123743,1.169512
mm/dd/yyyy,,WT,,,20X,Microwell,30,1,16,3,181,1.671709,0.592156,16.600078,0.072846,0.151681,0.382135,-0.043541,0.037158,-0.088572,0.013333,5.014993,0.979977,1.504447,0.71952,1.479457,-0.526845,0.000087,0.138986,1.123743,1.169512
mm/dd/yyyy,,WT,,,20X,Microwell,30,1,16,4,254,4.780093,3.973309,9.979994,0.810127,0.649319,1.479457,-0.149258,0.062505,-0.225111,0.013699,5.014993,0.979977,1.504447,0.71952,1.479457,-0.526845,0.000087,0.138986,1.123743,1.169512
mm/dd/yyyy,,WT,,,20X,Microwell,30,1,16,5,474,3.575872,2.903238,9.443605,0.463527,0.382853,0.910484,-0.117121,0.058994,-0.195992,0.004545,5.014993,0.979977,1.504447,0.71952,1.479457,-0.526845,0.000087,0.138986,1.123743,1.169512
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,1,41,1.544497,0.588894,3.160512,0.272249,0.297538,0.482639,-0.21722,0,-0.21722,0,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,2,43,1.5001,0,0.753265,0,0,0.482639,0,0,-0.034867,0.5,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,3,58,1.584456,0.668558,57.048792,0.075953,0.111341,0.010167,-0.019122,0.008528,-0.034867,0.066667,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,4,68,1.58131,0.028501,3.386729,0.008594,0.002225,0.059784,-0.034867,0,-0.018315,0.1,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,5,137,1.329696,0.144359,5.304533,0.053355,0.009093,0.2112,-0.012907,0.007095,-0.082719,0.014493,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,6,181,1.394627,0.270184,19.869389,0.135492,0.107067,0.030174,-0.034148,0.02586,-0.042506,0.022727,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,7,194,1.280861,0.07268,1.993536,0.030174,0,0.189738,-0.042506,0,-0.145614,0.076923,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,8,248,1.416398,0.338772,3.742807,0.189738,0,0.10078,-0.08553,0.084972,-0.044688,0.018519,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,9,257,1.501901,0.3158,9.612282,0.037417,0.045606,0.018806,-0.025743,0.011095,-0.117968,0.111111,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,10,382,1.188792,0.068096,17.942737,0.014605,0.00667,0.019861,-0.052959,0.05936,-0.0261,0.008,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,11,428,1.168586,0.076845,17.887456,0.008499,0.007525,0.092505,-0.012874,0.009519,-0.098725,0.021739,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
mm/dd/yyyy,,WT,,,20X,Microwell,31,1,16,12,467,1.194849,0.218657,7.205872,0.047207,0.06406,0.029301,-0.080346,0.025992,-0.024518,0.025641,1.584456,0.966479,1.195062,0.141923,0.482639,-0.341191,-0.000107,0.039943,1.142322,1.085939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"drug at 39s, cut at  234, 459s",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,cut cells 1 and 2,,,,,,,,,,,,,,,,,,,,,,
