0.016667,1.0446,0.81142,0.93656,0.9948,0.99621,0.76703,0.8679,0.9391,1.6477,0.97354,0.89805,0.71144,0.88256
0.033333,1.0504,0.81313,0.92468,0.99447,1.0012,0.75228,0.84192,0.97653,1.647,1.0035,0.92211,0.72007,0.87857
0.05,1.0411,0.82494,0.93607,0.99312,1.0059,0.75937,0.86498,1.0723,1.5731,1.0223,0.96445,0.71389,0.87419
0.066667,1.0436,0.81604,0.90981,0.99157,1.0114,0.80076,0.87066,1.1263,1.5935,1.0299,0.9649,0.71021,0.87098
0.083333,1.0551,0.82312,0.94207,1.005,1.0085,0.81728,0.86989,1.2285,1.6584,0.9948,0.95952,0.70684,0.87961
0.1,1.0561,0.81976,0.93623,0.99449,1.0084,0.80356,0.88165,1.2732,1.6276,0.97351,0.98008,0.71114,0.88334
0.11667,1.0442,0.82762,0.9235,0.992,1.0207,0.80194,0.88667,1.2983,1.5762,0.98903,0.97372,0.7236,0.86649
0.13333,1.0388,0.82892,0.94755,0.99804,1.0292,0.82759,0.88977,1.2763,1.5174,0.99321,0.99189,0.728,0.88194
0.15,1.03,0.8352,0.95219,0.9966,1.0349,0.84225,0.88556,1.2197,1.6163,0.99387,0.98254,0.72081,0.8796
0.16667,1.0505,0.85119,0.9414,1.0215,1.0686,0.86068,0.87736,1.2197,1.71,1.034,1.0192,0.72212,0.87946
0.18333,1.0486,0.84816,0.95235,1.0117,1.0612,0.83724,0.9046,1.1548,1.6648,1.0077,1.0426,0.73056,0.86337
0.2,1.0096,0.83817,0.9466,1.0084,1.0299,0.85906,0.89705,1.1215,1.6344,0.98856,1.0296,0.73999,0.88374
0.21667,1.0076,0.86251,0.96126,1.0148,1.0585,0.89423,0.90516,1.1137,1.6843,1.013,1.0403,0.77068,0.89258
0.23333,1.0191,0.85062,0.97063,1.014,1.0646,0.90669,0.93297,1.1217,1.5616,0.9857,1.0118,0.7619,0.87506
0.25,0.98472,0.84685,0.97448,1.0089,1.0623,0.91266,0.93097,1.1479,1.4381,1.0031,1.0076,0.7566,0.88401
0.26667,1.0034,0.85054,0.97419,0.99718,1.0512,0.91298,0.92193,1.1748,1.3298,1.0448,1.0382,0.79289,0.89376
0.28333,1.0102,0.85808,0.9843,0.99845,1.0553,0.97607,0.94912,1.1644,1.3504,1.0327,1.0503,0.87393,0.8839
0.3,1.0591,0.85085,0.97511,1.0273,1.0912,1.009,0.96654,1.1715,1.3112,1.0392,1.035,0.87027,0.88869
0.31667,0.93779,0.85762,0.97619,1.027,1.0864,1.0003,0.9639,1.1889,1.4113,1.0235,1.0478,0.84449,0.88667
0.33333,1.0541,0.86859,0.97702,1.012,1.0563,1.0125,0.965,1.149,1.285,1.0392,1.0642,0.8365,0.9005
0.35,1.0161,0.86415,0.97124,1.0173,1.0781,1.0546,0.98507,1.1082,1.3375,1.0251,1.0571,0.81954,0.88
0.36667,1.0258,0.87323,0.95752,1.0275,1.1093,1.0166,0.97742,1.07,1.3059,1.041,1.1016,0.82639,0.89939
0.38333,0.9997,0.8787,0.98728,1.0097,1.0709,1.0106,0.99334,1.0694,1.4011,1.0232,1.0683,0.8243,0.90236
0.4,1.0519,0.86573,0.97071,1.0052,1.0695,1.0003,0.99496,1.1142,1.4535,1.0142,1.0666,0.82198,0.904
0.41667,1.0824,0.87195,0.98035,1.0045,1.0506,1.032,1.0113,1.0949,1.3824,1.0201,1.0658,0.82954,0.90062
0.43333,1.0406,0.87988,0.9717,1.0207,1.0699,1.0314,1.0107,1.0514,1.3914,1.0478,1.0652,0.85976,0.8992
0.45,1.027,0.8814,0.98287,1.002,1.0436,1.0484,1.0083,1.0165,1.4518,1.0303,1.0488,0.87501,0.90588
0.46667,1.0319,0.88606,0.97488,1.0159,1.0625,1.0599,1.0054,1.0126,1.3734,1.0163,1.0597,0.8973,0.89616
0.48333,1.0387,0.90632,0.97129,1.0034,1.049,1.0544,1.0038,1.0346,1.3598,1.0214,1.0296,0.92152,0.89691
0.5,1.014,0.89902,0.99672,1.0154,1.0279,1.0241,1.0201,1.0453,1.3164,1.0513,1.0439,0.95976,0.91495
0.51667,0.97914,0.88623,0.97145,1.0204,1.0739,1.022,1.0429,1.0555,1.3206,1.0432,1.0355,0.95713,0.92268
0.53333,0.99711,0.87579,0.98183,1.0035,1.0438,1.0118,1.0342,1.0072,1.3238,1.0604,1.0576,0.9514,0.91037
0.55,0.98698,0.89181,1.0029,1.0396,1.0907,1.0175,1.0444,0.994,1.2401,1.0917,1.0745,0.95805,0.92105
0.56667,1.0591,0.90012,0.99608,1.0302,1.0677,0.99298,1.02,0.97059,1.3091,1.1005,1.1053,0.94811,0.91471
0.58333,1.0104,0.90268,0.98393,1.0417,1.0978,0.97643,1.0076,0.99851,1.2652,1.0258,1.0795,0.91338,0.92634
0.6,1.0189,0.91246,0.99757,1.0192,1.0238,0.9615,1.0172,1.031,1.2511,1.0303,1.0766,0.8791,0.92562
0.61667,0.99615,0.90381,0.98911,1.0204,1.0295,0.97035,1.0069,1.0518,1.2608,1.0105,1.0771,0.87133,0.93169
0.63333,1.0301,0.88968,0.99684,1.0247,1.0297,0.94967,1.0098,1.0519,1.2427,1.0288,1.0948,0.88872,0.9244
0.65,1.0691,0.90161,1.0085,1.0295,1.0341,0.95315,1.0199,1.0535,1.2404,1.0287,1.0552,0.87956,0.94272
0.66667,1.0226,0.91105,1.0261,1.0118,1.0302,0.98415,1.0007,1.0255,1.2171,1.0256,1.061,0.89844,0.92991
0.68333,0.99381,0.91429,1.0397,1.0108,1.0329,1.0155,1.0191,1.0677,1.2435,1.0487,1.0878,0.89204,0.94676
0.7,0.98559,0.92539,1.0205,1.0009,1.0136,1.032,1.028,1.0777,1.2397,1.0158,1.0614,0.88078,0.95513
0.71667,1.0474,0.9231,1.032,1.0064,1.0399,1.0181,1.0157,1.0763,1.1725,1.0369,1.0366,0.86664,0.9563
0.73333,0.99965,0.92381,1.0277,1.0209,1.0317,1.0318,1.0081,1.0826,1.1585,1.0685,1.0549,0.86853,0.95686
0.75,1.0279,0.92798,1.0392,1.0101,1.0356,1.093,1.003,1.0683,1.1168,1.0193,1.0584,0.89131,0.96854
0.76667,0.98776,0.9349,1.039,1.0043,0.99482,1.1279,1.0154,1.1105,1.1218,1.0142,1.0811,0.899,0.97353
0.78333,1.0262,0.9361,1.0598,1.0099,1.0047,1.1197,1.0133,1.1103,1.1026,1.0445,1.0742,0.94352,0.95395
0.8,0.94735,0.94518,1.0727,1.0058,0.97703,1.0771,0.9827,1.092,1.0907,1.0186,1.0862,0.95976,0.96666
0.81667,1.0031,0.94217,1.0949,1.0041,0.98306,1.0517,0.9865,1.11,1.1089,0.99926,1.0534,0.95479,0.97653
0.83333,0.93734,0.94574,1.1465,1.0006,0.99207,1.0049,0.98998,1.1028,1.0589,1.0077,1.0689,0.96621,0.96846
0.85,0.97451,0.94468,1.1751,1.0032,1.0119,0.97391,0.9931,1.0811,1.0421,0.99424,1.0343,0.92224,0.98035
0.86667,0.96335,0.96113,1.2395,1.0185,0.99898,0.96387,0.97501,1.0654,1.0464,1.0089,1.0418,0.93491,0.98276
0.88333,0.97509,0.96341,1.1895,0.99656,0.99308,0.95413,0.96853,1.1297,1.0317,0.97828,1.0132,0.90232,0.99925
0.9,0.9723,0.96819,1.1861,0.98724,0.98872,0.95106,1.0018,1.0988,1.0274,1.0106,1.0337,0.896,0.99777
0.91667,0.98305,0.96678,1.1761,1,0.98779,0.97302,0.99391,1.0885,1.0164,0.9951,1.0184,0.88555,0.99786
0.93333,1.0477,0.96873,1.1301,0.98134,0.99156,0.95904,0.99954,1.0475,1.0587,1.0426,0.99559,0.91077,0.99554
0.95,1.0922,0.98906,1.0858,0.98667,0.99423,0.99018,1.0292,1.0152,1.0516,0.99762,1.0034,0.92275,0.9905
0.96667,0.97396,0.96744,1.0518,0.98379,0.99065,1.0075,0.99227,1.0067,1.0214,1.0017,1.0099,0.96086,0.98767
0.98333,0.99542,0.98439,1.0166,0.98734,0.98967,1,0.98579,1.013,1.0194,1.0326,1.032,0.99289,0.98782
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.0167,5.68,1.0116,3.8799,0.98063,0.97591,1.1263,3.7739,3.053,3.1778,3.5557,0.95601,3.0648,1.0192
1.0333,5.1553,1.0481,3.81,0.99658,1.0682,2.0223,3.6677,2.9854,3.6512,3.3741,1.5171,3.4017,1.1164
1.05,4.9835,1.0694,3.718,1.024,1.9296,3.3093,3.5216,2.9008,3.4636,3.172,3.8041,3.2127,1.499
1.0667,4.8334,1.1689,3.6181,1.1596,3.3934,3.4031,3.4004,2.7673,3.0307,3.0202,4.0592,3.0776,3.8289
1.0833,4.7623,1.4452,3.4887,1.6154,3.4901,3.3099,3.2581,2.7261,2.7741,2.8562,3.875,2.973,4.5071
1.1,4.6662,2.6475,3.3887,3.3349,3.7965,3.2081,3.143,2.589,2.3093,2.5674,3.6627,2.8093,4.385
1.1167,4.6463,4.4387,3.2236,3.7249,3.838,3.1051,2.9686,2.4808,1.9488,2.3109,3.357,2.6662,4.0902
1.1333,4.582,4.5738,3.0891,3.5188,3.6334,2.9914,2.7888,2.4049,1.7057,2.0718,3.0266,2.4839,3.7029
1.15,4.4294,4.3277,2.9413,3.2469,3.2965,2.8828,2.6643,2.2948,1.4709,1.871,2.5922,2.2631,3.2506
1.1667,4.4122,3.9599,2.7403,2.8238,2.8321,2.7593,2.4799,2.1731,1.2758,1.7697,2.1795,2.0637,2.767
1.1833,4.3013,3.5826,2.5898,2.2892,2.2609,2.637,2.3593,2.0809,1.1488,1.6849,1.8308,1.8818,2.372
1.2,4.2651,3.1611,2.4621,1.801,1.8894,2.5212,2.2364,1.9858,1.0651,1.5479,1.6825,1.7497,2.0555
1.2167,4.3069,2.7144,2.3555,1.3887,1.5581,2.3515,2.0915,1.8891,0.97749,1.4738,1.4907,1.5481,1.9196
1.2333,4.2197,2.1997,2.2659,1.1924,1.3773,2.2263,1.9817,1.8192,0.9635,1.459,1.3265,1.3873,1.8324
