15123.5611213235,15637.9629429267,13885.6751592357,17568.9518855657,8547.23434509161
14816.5838694853,15267.4521233433,13465.3248407643,17192.2184655397,8145.08613617719
14691.0133272059,15044.7272112524,13203.5222929936,16972.4200260078,7863.91468416735
14639.8511029412,14956.6426832567,13029.9499545041,16805.5648027742,7642.08340169538
14603.0489430147,14860.0739789018,12929.4868061874,16661.6805374946,7457.7730380093
14581.2426470588,14813.2288341899,12877.2438580528,16609.7186822713,7312.5222860268
14594.0510110294,14774.0728969435,12748.7306642402,16526.4000866927,7180.21301613344
14656.0556066176,14746.6441709494,12709.3585077343,16489.9297789337,7069.38091331693
14688.5220588235,14801.3674601028,12621.0727934486,16446.9254443,6954.7670221493
14750.8699448529,14805.5532864485,12615.652411283,16428.7325530993,6873.58053048947
14959.5739889706,14852.9807952394,12611.9636032757,16443.4065886433,6793.98933552092
15127.9289981618,14873.933324317,12635.7961783439,16445.0507152146,6725.99781241455
15244.7235753676,14894.9368406816,12639.6533212011,16482.6657997399,6652.40743779054
15377.7010569853,14956.6025155532,12652.5204731574,16505.3302990897,6593.76948318294
15512.6459099265,15007.991479578,12633.8207461328,16523.4742089293,6532.33223954061
15739.3857996324,15077.511766297,12656.0773430391,16536.6653662765,6486.66229149576
15825.4016544118,15099.7604814715,12627.6433121019,16520.5058517555,6436.31528575335
15888.8986672794,15189.7740059508,12693.0500454959,16487,6391.56603773585
16028.7444852941,15200.4918853124,12812.8252957234,16558.1972258344,6348.60650806672
16103.0448069853,15275.6484987828,12798.414922657,16688.7013437365,6307.53404429861
16173.0760569853,15338.5815526102,12721.8808007279,16805.5266579974,6271.21137544435
16210.2853860294,15376.2308628618,12785.8598726115,16901.9843953186,6243.06945583812
16213.6371783088,15480.0129835001,13003.5632393085,16934.0420459471,6206.02871205906
16208.2741268382,15534.6179334596,13164.1137397634,16990.9111400087,6175.51572327044
16271.7867647059,15579.5033811198,13365.3767060965,17037.1534460338,6155.4183757178
16377.6472886029,15665.3521774412,13314.2320291174,17071.081491114,6117.24911129341
16580.5259650735,15701.2126048147,13178.7606915378,17211.4174252276,6097.33251298879
16757.5307904412,15707.4360292129,13052.092811647,17173.0494148244,6069.44818156959
17058.6907169118,15828.340546389,13079.5259326661,17182.0515821413,6053.02105550998
17506.1502757353,15914.5390857452,13101.6933575978,17315.7585609016,6030.32239540607
17862.6801470588,16084.047741412,13154.2447679709,17498.3658430863,6011.97265518184
18189.8931525735,16213.5577495266,13191.9499545041,17659.9315127872,5993.14301339896
18374.5284926471,16258.1003516365,13323.1110100091,17838.3710446467,5981.2655181843
18564.703125,16350.436570192,13460.8198362147,18159.4438664933,5965.47224500957
18707.2136948529,16418.1805517988,13596.923566879,18413.0247074122,5949.66748701121
18961.4250919118,16464.7583175548,13612.1428571429,18779.426094495,5931.03718895269
19148.9090073529,16526.7172031377,13668.3075523203,19094.3485045514,5921.03062619634
19176.3936121324,16577.8546118474,13734.0100090992,19468.5140875596,5908.55154498223
19079.7449448529,16580.6581011631,13764.9963603276,19915.0294755093,5896.06316652994
19057.2306985294,16588.7527725183,13764.7170154686,20216.0632856524,5885.62811047307
18999.3354779412,16618.1616175277,13763.8853503185,20540.6098829649,5877.16789718348
18997.4427849265,16592.6430889911,13951.872611465,20911.7156480277,5862.88077659284
18871.9094669118,16629.06207736,13932.7297543221,21325.3788469874,5854.34153677878
18741.1477481618,16614.3133621856,14055.1956323931,21539.0394451669,5846.35302160241
18590.5576746324,16519.9101974574,14251.949044586,21683.403987863,5835.31802023517
18365.3113511029,16453.1713551528,14296.3657870792,21645.6770697876,5812.06261963358
18239.6727941176,16333.9092507438,14303.1765241128,21560.0212397052,5810.899097621
18071.1730238971,16185.0797944279,14521.457688808,21362.9159081058,5798.76456111567
17808.6778492647,16069.9150662699,14651.8516833485,21042.9839618552,5786.49439431228
17652.0510110294,15900.76467406,14663.2010919017,20687.9952319029,5775.55564670495
17476.1909466912,15794.8433865296,14603.7179253867,20362.9146077156,5768.55619360131
17346.3800551471,15717.2028671896,14810.2329390355,20030.0693541396,5762.2715340443
17261.5765165441,15629.4952664322,14701.5859872611,19729.5474642393,5757.51134809954
17138.3097426471,15511.9049229105,14599.3457688808,19413.5726051149,5739.09133169264
16868.9280790441,15371.3198539356,14497.3266606005,19092.8196792371,5730.15039649986
16680.1955422794,15271.2412767108,14436.5095541401,18735.9228435197,5726.14930270714
16499.8837316176,15216.1138761158,14153.0800727934,18329.9692241006,5720.08668307356
16280.8835018382,15177.0563970787,13982.9945404914,17909.6575639358,5706.68963631392
16040.9140625,15134.4473897755,13860.6979071884,17564.9029042046,5692.16707683894
15804.8170955882,15058.9012713011,13853.5905368517,17315.2271348071,5686.74706043205
21253.0590533088,22676.6190154179,19966.6041856233,17398.0650195059,5940.51845775226
23590.5932904412,21523.7887476332,20357.491355778,18077.8461205028,5942.43040743779
23376.1001838235,20376.2506086016,20048.6833484986,19332.8348504551,5924.32130161334
23028.8072150735,19737.6259129024,19596.7861692448,20367.8413524057,5906.46513535685
22644.7895220588,19225.723559643,19086.0573248408,20673.0528825314,5883.65299425759
22208.8097426471,18736.0793886935,18549.9181073703,20610.3979193758,5851.19059338255
21750.5241268382,18259.8308087639,17936.1929026388,20411.5071521456,5818.66229149576
21232.2727481618,17794.9161482283,17338.2347588717,20101.2717815345,5787.59228876128
20696.7566636029,17383.2667027319,16682.7242948135,19773.129172085,5756.70139458573
20080.8823529412,16995.7986205031,16006.2192902639,19407.3016905072,5727.00273448182
19443.7693014706,16680.0357046254,15505.7634212921,19054.6337234504,5690.13125512715
18854.2987132353,16402.4940492291,15027.0873521383,18713.4859124404,5665.53951326224
18310.921875,16173.9233162023,14663.4931756142,18392.3970524491,5640.00792999727
17807.9209558824,15979.3577224777,14250.1765241128,18105.2535760728,5616.34645884605
