23733.4922215308,17054.8408203125,17819.0075400566,8468.32456140351
23290.1524579963,16715.859375,17573.2403393025,8062.8790726817
22927.1885500933,16516.2190755208,17540.1036757776,7787.95676691729
22701.277535781,16473.7272135417,17550.6201696513,7570.97305764411
22512.4555071562,16422.8938802083,17557.8209236569,7383.74812030075
22390.5457373989,16401.412109375,17621.8529688973,7245.72869674185
22307.9060360921,16402.0299479167,17692.780395853,7118.24874686717
22221.1487243311,16394.3798828125,17823.7756833176,7000.12280701754
22145.9091474798,16493.6653645833,17900.6795475966,6892.06328320802
22130.0976975731,16543.5657552083,18050.2676720075,6801.60087719298
22079.7797137523,16643.1041666667,18329.6060320452,6727.38032581454
22032.6073428749,16693.4134114583,18605.0801131008,6657.58082706767
21982.1001866833,16745.3938802083,18821.5249764373,6595.59335839599
21913.9894212819,16852.8294270833,19035.5966069746,6525.31766917293
21857.1294337274,16944.6083984375,19237.6550424128,6474.27130325815
21859.7591785937,17066.4703776042,19560.7832233742,6424.72556390977
21811.199751089,17110.529296875,19706.3459000942,6374.53195488722
21845.6011200996,17250.5641276042,19812.6682375118,6327.28195488722
21764.7006845053,17290.939453125,20023.396795476,6291.3320802005
21782.3279402614,17397.9703776042,20140.7097078228,6250.8790726817
21711.7554449284,17481.4814453125,20246.3487276155,6222.83333333333
21736.5171126322,17539.0013020833,20331.3025447691,6186.68421052632
21740.1804604854,17701.0445963542,20320.1545711593,6149.8320802005
21659.4555071562,17787.6529947917,20317.5532516494,6119.66478696742
21581.2806471686,17851.8069661458,20458.6427898209,6096.07644110276
21588.6913503423,17982.8782552083,20606.7426955702,6062.75563909774
21536.7585563161,18046.1080729167,20842.8548539114,6043.59022556391
21505.8120721842,18070.8401692708,21111.8397737983,6016.67105263158
21474.5718730554,18209.2360026042,21509.1988689915,5992.40100250627
21457.8985687617,18329.6689453125,22168.7888784166,5967.49060150376
21409.7753578096,18584.3043619792,22637.0603204524,5951.60839598998
21387.2227753578,18791.9856770833,23126.835061263,5927.18546365915
21393.7685127567,18889.6149088542,23352.4203581527,5910.87531328321
21403.5973864344,19053.4918619792,23649.7973609802,5893.12719298246
21403.426260112,19163.6123046875,23834.7898209237,5874.47368421053
21359.7822028625,19233.2776692708,24203.9264844486,5859.93170426065
21316.6011200996,19331.8291015625,24438.8661639962,5852.68859649123
21269.4642190417,19409.4147135417,24473.5457115928,5830.85025062657
