Time,Mean2
0,0.639863734930641
2,0.649693522271913
4,0.664689377890896
6,0.681867201140219
8,0.696542707527329
10,0.710117678961298
12,0.722935549977691
14,0.741658056417394
16,0.755576218528086
18,0.769653051458524
20,0.797267789278974
22,0.821337876260984
24,0.839267435033363
26,0.858969522440663
28,0.878494243183678
30,0.904843841332757
32,0.918699738152504
34,0.930534451604953
36,0.947555311046424
38,0.958181947796488
40,0.96910154030186
42,0.97654573787987
44,0.978561312493807
46,0.98209710312766
48,0.991106468038763
50,1.00454130192496
52,1.0272113140098
54,1.04627725498506
56,1.07792289817455
58,1.12484263992153
60,1.16255866126048
62,1.19661997013705
64,1.21676474262853
66,1.23711264953526
68,1.25306361895138
70,1.27917724302785
72,1.29791023539775
74,1.30283358284157
76,1.29431331748088
78,1.29307020639156
80,1.28959749391145
82,1.28952474269031
84,1.27881421849866
86,1.26831341291098
88,1.25421089351587
90,1.23469779671098
92,1.2241194440116
94,1.20826739999898
96,1.1852492387743
98,1.16953903932134
100,1.15355149107895
102,1.14268538494622
104,1.13605722033923
106,1.12441287935596
108,1.10096528271084
110,1.08261466100491
112,1.06600584171984
114,1.0446968871175
116,1.02331071054858
118,1
124,1.48870149149758
126,1.72402389198874
128,1.70621268604093
130,1.67479561987251
132,1.64102084513509
134,1.60430431990248
136,1.56300089114149
138,1.51691205775488
140,1.46823441890348
142,1.4112456642914
144,1.35263118406717
146,1.29758468384392
148,1.24698763204855
150,1.20096772942789
152,1.15838127801379
154,1.117329349005
156,1.07405936125728
158,1.03459202700265
160,1.0052952321776
162,0.972678055362297
164,0.945963888244695
166,0.927453620283658
168,0.909785559475993
170,0.897357374888831
172,0.883454413312612
174,0.873784109653892
176,0.860362119000026
178,0.850384959632014
180,0.840597359870378
182,0.830269287628984
184,0.827914830511196
186,0.824945849112017
188,0.821544668558849
190,0.820315457423506
192,0.818772156099897
194,0.816665296992838
196,0.814378551346796
198,0.814573800992814
200,0.816573524782033
202,0.817425567575358
204,0.816566127730498
206,0.810456732166339
208,0.803855310745665
210,0.806225537401891
212,0.805241892120263
214,0.801773569099313
216,0.799355871255212
218,0.797688039349713
220,0.794764496981394
222,0.792191704913894
224,0.792912551650319
226,0.794782948967091
228,0.790882751937276
230,0.789144526112771
232,0.788949601611874
234,0.786001998504495
236,0.786952722842477
238,0.790614588497553
240,0.793558940153708
242,0.794175984309797
244,0.791190176650532
246,0.787058964011231
248,0.785768706879152
250,0.783620635627826
252,0.780029976754562
254,0.781145793528458
256,0.780287572977807
258,0.775601906618483
260,0.77005273610027
262,0.769126235073908
264,0.767692345083997
266,0.764745473553143
268,0.763487649647027
270,0.762227549725053
272,0.75944276303773
274,0.757993184795661
276,0.754989250295821
278,0.754418051601994
280,0.752796634162722
282,0.752730304557746
284,0.750475748278824
286,0.747906532807671
288,0.746485486050096
290,0.746455328839991
292,0.744383991837557
294,0.742256892446627
296,0.740723670621813
298,0.740541670639534
300,0.739451784189152
302,0.738840430072705
304,0.736534744723281
306,0.736006871617017
308,0.734529087035578
310,0.732962781694557
312,0.732438729043483
314,0.732125045286619
316,0.730635474194492
318,0.728503660199286
320,0.726411026191334
322,0.724323025501376
324,0.72078959216966
326,0.720357718160794
328,0.720371536828497
330,0.718379616522217
332,0.716276577870347
334,0.713613232886251
336,0.712170401405472
338,0.708978289166026
340,0.706636431421732
342,0.704503641991159
344,0.702003032140839
346,0.700846247081518
348,0.699296198996618
350,0.698083488976239
352,0.695163441917986
354,0.693999097234568
356,0.693537878878402
358,0.690560118560918
360,0.687203564175803
362,0.68759406346784
364,0.687215025541369
366,0.683868062937366
368,0.680600273170675
370,0.679511524728222
372,0.67709114443686
374,0.674878206733609
376,0.67187305293956
378,0.670816981581911
380,0.669267665073537
382,0.667735825115494
384,0.663966255138614
386,0.661670649287985
388,0.658069179339401
390,0.656032470292506
392,0.653172818940744
394,0.651156512750282
396,0.649959816127182
398,0.647498548836676
400,0.646182767812486
402,0.643295479125317
404,0.642130159006532
406,0.639960140459441
408,0.637918310376869
410,0.636605049227378
412,0.633323603365545
414,0.629807890443001
