Time,Mean11
0,0.603466939390712
2,0.618469888904888
4,0.629301882411977
6,0.636297544277322
8,0.651471810690475
10,0.66808176736473
12,0.684640359759034
14,0.703190324529216
16,0.733122736566674
18,0.765007960184583
20,0.806399650561374
22,0.835708120700105
24,0.869973396244901
26,0.916385157741219
28,0.967544472581101
30,1.00991100056965
32,1.06129266770544
34,1.12915178232011
36,1.19607402104641
38,1.2352022822978
40,1.26754327596174
42,1.27222463676256
44,1.26173672718814
46,1.23389291819864
48,1.22453666605046
50,1.20281019126396
52,1.17203511618886
54,1.11905669202555
56,1.05653320276348
58,1
60,0.941708430277392
62,0.897322652077219
64,0.848295092654811
66,0.799837284850949
68,0.76157200327871
70,0.727612763705688
72,0.690510168016006
74,0.672223622307667
76,0.658608446799891
78,0.656815409570699
80,0.662361882379919
82,0.668187986412825
84,0.673018632229789
86,0.678607228460476
88,0.681979747013905
90,0.678396030479492
92,0.686011897175088
94,0.687457998731273
96,0.684051032387477
98,0.68306086876177
100,0.684403008856639
102,0.677159623649885
104,0.675104679630494
106,0.679889298548608
108,0.682966576231485
110,0.678675264781064
112,0.675563145336786
114,0.678587865186215
116,0.674671906474976
118,0.674880730137024
124,0.665396812686095
126,0.658024227115948
128,0.656103341452241
130,0.663628999111661
132,0.6727192509746
134,0.689632988657048
136,0.706202371070144
138,0.730582377943991
140,0.75572500533754
142,0.765896214342886
144,0.774806659829655
146,0.772746981599958
148,0.765790795041219
150,0.7484720503893
152,0.725663093564618
154,0.701473766864004
156,0.677757133912783
158,0.657207168916025
160,0.639986991125902
162,0.625733631576626
164,0.619488861600404
166,0.613745806758195
168,0.610522318443142
170,0.60726679321743
172,0.604507895276013
174,0.602627446647602
176,0.598519893907741
178,0.599623299856957
180,0.594926362035249
182,0.59388843757911
184,0.592859570357832
186,0.591031942374172
188,0.590500376598184
190,0.590353461966184
192,0.590466848401441
194,0.588522847639515
196,0.587011008172987
198,0.585538619256671
200,0.585006169628081
202,0.585719309977296
204,0.586641353995991
206,0.585828108117448
208,0.583285447641578
210,0.582588244182734
212,0.580704434586353
214,0.579375958219857
216,0.576677086510628
218,0.576420222320037
220,0.573804498991038
222,0.571924256447346
224,0.570670049439506
226,0.571426538897828
228,0.570281114946774
230,0.567955033771484
232,0.567007899717
234,0.565050380813993
236,0.560564570474918
238,0.559151557730394
240,0.557601553570818
242,0.556453106715987
244,0.555017973555815
246,0.5532069400646
248,0.551439766877531
250,0.547992962898385
252,0.543497963672876
254,0.540458107335297
256,0.537978323192451
258,0.535937253576752
260,0.533576793797846
262,0.530970443306805
264,0.529231998526309
266,0.527812322375868
268,0.525871954902297
270,0.524263736810047
272,0.520556066957074
274,0.517717053212228
276,0.513855422334943
278,0.510619484010824
280,0.508103771612203
282,0.507268262517863
284,0.505012127020866
286,0.503783650272221
288,0.501709834171743
290,0.502984116323255
292,0.501579208921886
294,0.498216046975391
296,0.496306558436052
298,0.495354521794971
300,0.494669051393346
302,0.493686012691839
304,0.492501634138287
306,0.489302267244448
308,0.488367886014049
310,0.485393973343629
312,0.483072318645134
314,0.482567326321428
316,0.478993261831235
318,0.477810762960502
320,0.476055407756569
322,0.475251259608452
324,0.472219780442558
326,0.469435181588932
328,0.468111233348023
330,0.466789142164878
332,0.464187815747132
334,0.462827058676837
336,0.460582071264679
338,0.458777100303896
340,0.456146368203535
342,0.453262353228889
344,0.450651700043039
346,0.450168501711217
348,0.446884597783545
350,0.445471858834942
352,0.442755952920282
354,0.441581637104837
356,0.440577411353087
358,0.437829392783024
360,0.435083846081941
362,0.433998816757946
364,0.433481355079115
366,0.431528355284455
368,0.428839784532187
370,0.426113372067695
372,0.424517362814568
374,0.421466798269082
376,0.419082392659045
378,0.418033720155232
380,0.4150432197143
382,0.412822673917035
384,0.411292412083326
386,0.40978309170328
388,0.405980528116635
390,0.404713775681029
392,0.400909765402603
394,0.398795823935124
396,0.397606851020333
398,0.396553673507838
400,0.395870461512741
402,0.392090352143239
404,0.390422918221958
406,0.38990359604242
408,0.388861015907864
410,0.386801425227289
412,0.385555425047438
414,0.382296481143477
416,0.381876460320195
418,0.37982270870666
420,0.37915916230899
422,0.376275521467463
424,0.377177235072873
426,0.373108473641645
428,0.371937050553953
430,0.370445580192834
432,0.367933664376427
434,0.365835610942327
436,0.362030791080496
438,0.361701057169472
440,0.359099384981898
442,0.358059498048363
444,0.355959958082725
446,0.35459476338706
448,0.353529394086206
450,0.351413945101634
452,0.350111627558742
454,0.348068343475021
456,0.346639497948156
458,0.342937611419335
460,0.339436720776186
462,0.33730704637171
464,0.334927662047824
466,0.334070467004428
468,0.330947940199867
470,0.330167119792668
472,0.328388768354023
474,0.327575118995371
476,0.327077959858389
478,0.324130696712894
480,0.323773667479248
482,0.321135454028126
484,0.318924254345021
486,0.317226450225294
488,0.314717645353633
490,0.314102591329768
492,0.31145198180902
494,0.310482683072486
496,0.308270288360323
498,0.307483549206555
500,0.306243577127699
502,0.305010850803942
504,0.305399479530567
506,0.303795659879723
508,0.302222899835628
510,0.299929114775405
512,0.297711122330102
514,0.296326643056014
516,0.294772581798223
518,0.293108560325107
520,0.292576502536194
522,0.290717095042838
524,0.288723519511475
526,0.288842841580122
528,0.286928991979902
530,0.286338088888186
532,0.284943458015274
534,0.282584080304107
536,0.281374320212279
538,0.281053167426312
540,0.27947397039078
542,0.278062012498349
544,0.275132527233933
546,0.274433768548646
548,0.273143420806276
550,0.271958939784188
552,0.270041531820608
554,0.269651410496306
556,0.269199017813214
558,0.268641555697024
560,0.267270912298453
562,0.266089768143738
564,0.265546312410709
566,0.263870727404326
568,0.263351334070633
570,0.262342649707952
572,0.261205742121838
574,0.259972307043714
576,0.259242533182029
578,0.258840608466107
580,0.258080656227075
582,0.256953358878016
584,0.255653832086191
586,0.253721198937697
588,0.251416687963004
590,0.250691974571437
592,0.248949416621944
594,0.24695999754229
596,0.245497042781094
598,0.245733014702924
600,0.245467635458985
602,0.244382188555216
604,0.242984159497759
606,0.24159390296565
608,0.241519132248947
610,0.240479094153828
612,0.239419629991729
614,0.238012385324042
616,0.236333092268261
618,0.235482186661614
